Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Year (OrderDate),Discount,Number of Records,Profit,Quantity,Sales,Shipping Cost
Office Supplies,Caloundra,Australia,EB-141101,Eugene Barchas,APAC,2/15/2015,IN-2014-60616,Medium,OFF-EN-10004493,"GlobeWeis Manila Envelope, Security-Tint",Oceania,26578,Consumer,2/17/2015,Second Class,Queensland,Envelopes,2015,0.1,1,-8.937,3,80.433,7.53
Office Supplies,Bendigo,Australia,TP-215651,Tracy Poddar,APAC,2/17/2015,IN-2014-23579,Medium,OFF-LA-10001658,"Avery Round Labels, 5000 Label Set",Oceania,21975,Corporate,2/22/2015,Standard Class,Victoria,Labels,2015,0.1,1,0.207,1,6.777,0.16
Furniture,Tamworth,Australia,TT-210701,Ted Trevino,APAC,2/19/2015,IN-2014-25854,Medium,FUR-FU-10002699,"Eldon Photo Frame, Ergonomic",Oceania,28961,Consumer,2/22/2015,Second Class,New South Wales,Furnishings,2015,0.1,1,25.461,3,153.171,4.95
Office Supplies,Tamworth,Australia,TT-210701,Ted Trevino,APAC,2/19/2015,IN-2014-25854,Medium,OFF-FA-10000757,"Stockwell Paper Clips, Assorted Sizes",Oceania,28962,Consumer,2/22/2015,Second Class,New South Wales,Fasteners,2015,0.1,1,13.5,4,39.42,3.99
Office Supplies,Tamworth,Australia,TT-210701,Ted Trevino,APAC,2/19/2015,IN-2014-25854,Medium,OFF-LA-10002493,"Hon Color Coded Labels, Adjustable",Oceania,28960,Consumer,2/22/2015,Second Class,New South Wales,Labels,2015,0.1,1,0.567,3,28.917,3.34
Technology,Geelong,Australia,SC-200501,Sample Company A,APAC,2/19/2015,ID-2014-86551,Medium,TEC-AC-10002842,"Belkin Memory Card, Bluetooth",Oceania,30881,Home Office,2/23/2015,Standard Class,Victoria,Accessories,2015,0.4,1,-27.588,2,137.772,12.48
Office Supplies,Sydney,Australia,CW-119051,Carl Weiss,APAC,2/21/2015,ID-2014-59713,Medium,OFF-ST-10004837,"Eldon File Cart, Single Width",Oceania,27031,Home Office,2/27/2015,Standard Class,New South Wales,Storage,2015,0.1,1,-35.994,7,805.896,87.75
Office Supplies,Sydney,Australia,MC-175751,Matt Collins,APAC,2/23/2015,ID-2014-39896,Critical,OFF-LA-10004398,"Hon Color Coded Labels, Alphabetical",Oceania,27226,Consumer,2/23/2015,Same Day,New South Wales,Labels,2015,0.1,1,-3.789,3,34.101,10.89
Office Supplies,Gold Coast,Australia,JS-158801,John Stevenson,APAC,2/24/2015,IN-2014-39959,Critical,OFF-AR-10002364,"BIC Pens, Easy-Erase",Oceania,29424,Consumer,2/27/2015,First Class,Queensland,Art,2015,0.1,1,1.725,1,13.095,2.39
Office Supplies,Caloundra,Australia,KE-164201,Katrina Edelman,APAC,2/24/2015,ID-2014-80300,Critical,OFF-EN-10003176,"Cameo Manila Envelope, Set of 50",Oceania,30805,Corporate,2/25/2015,First Class,Queensland,Envelopes,2015,0.4,1,-6.48,4,64.8,29.04
Furniture,Wollongong,Australia,CJ-118751,Carl Jackson,APAC,2/26/2015,ID-2014-13569,High,FUR-CH-10002631,"Office Star Bag Chairs, Black",Oceania,20863,Corporate,3/1/2015,First Class,New South Wales,Chairs,2015,0.1,1,-2.124,4,190.836,28.77
Office Supplies,Wollongong,Australia,CJ-118751,Carl Jackson,APAC,2/26/2015,ID-2014-13569,High,OFF-ST-10001366,"Rogers Folders, Wire Frame",Oceania,20862,Corporate,3/1/2015,First Class,New South Wales,Storage,2015,0.1,1,-2.412,2,53.568,8.43
Office Supplies,Toowoomba,Australia,KW-165701,Kelly Williams,APAC,2/26/2015,ID-2014-84815,Low,OFF-ST-10004479,"Eldon Shelving, Industrial",Oceania,30693,Consumer,3/5/2015,Standard Class,Queensland,Storage,2015,0.4,1,-24.48,2,58.68,5.05
Office Supplies,Canberra,Australia,ZC-219101,Zuschuss Carroll,APAC,2/27/2015,IN-2014-47463,Medium,OFF-BI-10002424,"Avery Binder, Economy",Oceania,20385,Consumer,3/5/2015,Standard Class,Australian Capital Territory,Binders,2015,0.4,1,0.24,2,15.48,1.41
Office Supplies,Wagga Wagga,Australia,PO-188501,Patrick O'Brill,APAC,2/27/2015,IN-2014-51474,High,OFF-FA-10000974,"Stockwell Paper Clips, Bulk Pack",Oceania,21952,Consumer,3/3/2015,Standard Class,New South Wales,Fasteners,2015,0.1,1,4.179,1,12.609,1.58
Technology,Wagga Wagga,Australia,PO-188501,Patrick O'Brill,APAC,2/27/2015,IN-2014-51474,High,TEC-CO-10003448,"Canon Personal Copier, Laser",Oceania,21953,Consumer,3/3/2015,Standard Class,New South Wales,Copiers,2015,0.1,1,68.508,3,385.398,53.04
Office Supplies,Hobart,Australia,LS-172001,Luke Schmidt,APAC,2/27/2015,ID-2014-68029,Medium,OFF-BI-10000348,"Cardinal Index Tab, Durable",Oceania,29636,Corporate,3/3/2015,Standard Class,Tasmania,Binders,2015,0.4,1,-4.464,8,36.576,1.39
Furniture,Gold Coast,Australia,LD-170051,Lisa DeCherney,APAC,2/28/2015,IN-2014-71417,High,FUR-BO-10001708,"Safco Stackable Bookrack, Pine",Oceania,24762,Consumer,3/4/2015,Second Class,Queensland,Bookcases,2015,0.1,1,60.6,4,545.4,106.53
Office Supplies,Gold Coast,Australia,LD-170051,Lisa DeCherney,APAC,2/28/2015,IN-2014-71417,High,OFF-SU-10000649,"Fiskars Box Cutter, High Speed",Oceania,24763,Consumer,3/4/2015,Second Class,Queensland,Supplies,2015,0.1,1,-9.666,3,95.904,14.68
Office Supplies,Melbourne,Australia,EA-140351,Erin Ashbrook,APAC,3/3/2015,IN-2014-61015,High,OFF-BI-10000854,"Acco Binder Covers, Economy",Oceania,20677,Corporate,3/7/2015,Standard Class,Victoria,Binders,2015,0.1,1,3.24,5,59.94,8.52
Technology,Gold Coast,Australia,KC-166751,Kimberly Carter,APAC,3/5/2015,ID-2014-34821,Medium,TEC-CO-10003819,"Sharp Copy Machine, High-Speed",Oceania,23663,Corporate,3/10/2015,Standard Class,Queensland,Copiers,2015,0.1,1,-95.76,4,861.84,51.83
Office Supplies,Townsville,Australia,SC-204401,Shaun Chance,APAC,3/5/2015,IN-2014-32462,High,OFF-LA-10002020,"Novimex Color Coded Labels, 5000 Label Set",Oceania,27683,Corporate,3/6/2015,Same Day,Queensland,Labels,2015,0.1,1,8.295,5,57.645,15.86
Furniture,Mandurah,Australia,JB-160001,Joy Bell-,APAC,3/6/2015,ID-2014-42584,Medium,FUR-FU-10000422,"Deflect-O Photo Frame, Black",Oceania,21232,Consumer,3/11/2015,Standard Class,Western Australia,Furnishings,2015,0.1,1,-4.32,8,373.68,19.83
Office Supplies,Mandurah,Australia,JB-160001,Joy Bell-,APAC,3/6/2015,ID-2014-42584,Medium,OFF-AR-10003461,"Stanley Pencil Sharpener, Easy-Erase",Oceania,21233,Consumer,3/11/2015,Standard Class,Western Australia,Art,2015,0.1,1,19.752,2,46.872,2.87
Technology,Orange,Australia,CS-118451,Cari Sayre,APAC,3/7/2015,IN-2014-84150,Medium,TEC-AC-10002756,"SanDisk Keyboard, Bluetooth",Oceania,30465,Corporate,3/12/2015,Standard Class,New South Wales,Accessories,2015,0,1,19.53,1,81.48,5.72
Office Supplies,Gold Coast,Australia,AS-102401,Alan Shonely,APAC,3/7/2015,ID-2014-12918,High,OFF-PA-10001236,"Enermax Message Books, Recycled",Oceania,25914,Consumer,3/11/2015,Standard Class,Queensland,Paper,2015,0.1,1,-7.368,8,161.352,18.66
Furniture,Wodonga,Australia,PO-191951,Phillina Ober,APAC,3/7/2015,IN-2014-21087,High,FUR-CH-10000351,"Novimex Chairmat, Set of Two",Oceania,29481,Home Office,3/12/2015,Standard Class,Victoria,Chairs,2015,0.1,1,79.005,5,263.655,21.17
Furniture,Wodonga,Australia,PO-191951,Phillina Ober,APAC,3/7/2015,IN-2014-21087,High,FUR-FU-10001471,"Eldon Door Stop, Durable",Oceania,29482,Home Office,3/12/2015,Standard Class,Victoria,Furnishings,2015,0.1,1,38.223,3,127.413,12.51
Office Supplies,Wodonga,Australia,PO-191951,Phillina Ober,APAC,3/7/2015,IN-2014-21087,High,OFF-SU-10003522,"Elite Box Cutter, Serrated",Oceania,29483,Home Office,3/12/2015,Standard Class,Victoria,Supplies,2015,0.1,1,32.193,3,85.293,11.26
Office Supplies,Canberra,Australia,AB-106001,Ann Blume,APAC,3/10/2015,ID-2014-10650,Medium,OFF-PA-10004326,"Enermax Parchment Paper, Multicolor",Oceania,23068,Corporate,3/14/2015,Standard Class,Australian Capital Territory,Paper,2015,0.4,1,-9.42,2,20.16,1.61
Office Supplies,Sydney,Australia,ND-183701,Natalie DeCherney,APAC,3/10/2015,IN-2014-71298,High,OFF-PA-10002811,"Green Bar Message Books, 8.5 x 11",Oceania,28619,Consumer,3/10/2015,Same Day,New South Wales,Paper,2015,0.1,1,1.335,5,125.685,18.29
Office Supplies,Katoomba,Australia,MR-175451,Mathew Reese,APAC,3/11/2015,IN-2014-80293,Medium,OFF-BI-10004486,"Wilson Jones 3-Hole Punch, Durable",Oceania,30704,Home Office,3/16/2015,Standard Class,New South Wales,Binders,2015,0,1,25.32,2,58.98,1.81
Technology,Katoomba,Australia,MR-175451,Mathew Reese,APAC,3/11/2015,IN-2014-80293,Medium,TEC-CO-10003017,"Sharp Ink, Laser",Oceania,30705,Home Office,3/16/2015,Standard Class,New South Wales,Copiers,2015,0,1,9.84,4,497.64,26.27
Furniture,Launceston,Australia,MT-180701,Michelle Tran,APAC,3/11/2015,ID-2014-58096,High,FUR-FU-10002722,"Tenex Photo Frame, Ergonomic",Oceania,26962,Home Office,3/12/2015,First Class,Tasmania,Furnishings,2015,0.1,1,-4.104,4,181.656,34.21
Office Supplies,Launceston,Australia,MT-180701,Michelle Tran,APAC,3/11/2015,ID-2014-58096,High,OFF-BI-10001266,"Acco 3-Hole Punch, Economy",Oceania,26963,Home Office,3/12/2015,First Class,Tasmania,Binders,2015,0.1,1,4.464,3,81.324,10.22
Technology,Launceston,Australia,MT-180701,Michelle Tran,APAC,3/11/2015,ID-2014-58096,High,TEC-PH-10001362,"Cisco Office Telephone, Cordless",Oceania,26964,Home Office,3/12/2015,First Class,Tasmania,Phones,2015,0.1,1,69.894,6,449.874,11.34
Furniture,Melbourne,Australia,NM-184451,Nathan Mautz,APAC,3/11/2015,IN-2014-23397,Medium,FUR-CH-10002573,"Office Star Executive Leather Armchair, Adjustable",Oceania,29221,Home Office,3/15/2015,Standard Class,Victoria,Chairs,2015,0.1,1,32.55,1,418.5,33.8
Office Supplies,Cairns,Australia,TT-212201,Thomas Thornton,APAC,3/12/2015,ID-2014-77675,Critical,OFF-LA-10003610,"Avery Removable Labels, 5000 Label Set",Oceania,22281,Consumer,3/15/2015,Second Class,Queensland,Labels,2015,0.4,1,-1.386,3,20.034,4.45
Office Supplies,Newcastle,Australia,DK-129851,Darren Koutras,APAC,3/13/2015,IN-2014-30453,High,OFF-FA-10000263,"Stockwell Thumb Tacks, Bulk Pack",Oceania,30152,Consumer,3/15/2015,First Class,New South Wales,Fasteners,2015,0.1,1,13.338,3,35.478,8.56
Furniture,Adelaide,Australia,CG-125201,Claire Gute,APAC,3/14/2015,IN-2014-12897,High,FUR-FU-10002659,"Eldon Clock, Black",Oceania,29485,Consumer,3/18/2015,Standard Class,South Australia,Furnishings,2015,0.1,1,40.644,3,152.604,12.65
Office Supplies,Adelaide,Australia,CG-125201,Claire Gute,APAC,3/14/2015,IN-2014-12897,High,OFF-AP-10004964,"Hoover Stove, White",Oceania,29484,Consumer,3/18/2015,Standard Class,South Australia,Appliances,2015,0.1,1,674.163,7,3569.643,458.54
Office Supplies,Kwinana,Australia,EL-137351,Ed Ludwig,APAC,3/14/2015,IN-2014-24461,Medium,OFF-LA-10002139,"Novimex Color Coded Labels, Alphabetical",Oceania,27996,Home Office,3/19/2015,Standard Class,Western Australia,Labels,2015,0.1,1,2.898,3,33.048,3.22
Furniture,Geelong,Australia,DW-135401,Don Weiss,APAC,3/15/2015,IN-2014-34009,High,FUR-CH-10000430,"SAFCO Swivel Stool, Red",Oceania,29908,Consumer,3/19/2015,Standard Class,Victoria,Chairs,2015,0.1,1,340.872,7,1058.022,184.78
Office Supplies,Geelong,Australia,DW-135401,Don Weiss,APAC,3/15/2015,IN-2014-34009,High,OFF-AR-10001208,"Binney & Smith Canvas, Water Color",Oceania,29906,Consumer,3/19/2015,Standard Class,Victoria,Art,2015,0.1,1,62.118,3,147.258,12.62
Technology,Geelong,Australia,DW-135401,Don Weiss,APAC,3/15/2015,IN-2014-34009,High,TEC-MA-10001475,"StarTech Receipt Printer, Wireless",Oceania,29907,Consumer,3/19/2015,Standard Class,Victoria,Machines,2015,0.1,1,43.056,3,298.566,44.75
Office Supplies,Sydney,Australia,BE-114551,Brad Eason,APAC,3/17/2015,IN-2014-39735,Medium,OFF-AP-10000043,"Cuisinart Toaster, Silver",Oceania,20520,Home Office,3/22/2015,Second Class,New South Wales,Appliances,2015,0.1,1,64.956,4,195.156,23.51
Office Supplies,Sydney,Australia,BE-114551,Brad Eason,APAC,3/17/2015,IN-2014-39735,Medium,OFF-BI-10000373,"Ibico Hole Reinforcements, Economy",Oceania,20522,Home Office,3/22/2015,Second Class,New South Wales,Binders,2015,0.1,1,0.666,6,37.746,1.87
Technology,Sydney,Australia,BE-114551,Brad Eason,APAC,3/17/2015,IN-2014-39735,Medium,TEC-CO-10003777,"Hewlett Copy Machine, Color",Oceania,20521,Home Office,3/22/2015,Second Class,New South Wales,Copiers,2015,0.1,1,366.282,14,3299.562,336.02
Office Supplies,Gold Coast,Australia,ME-177251,Max Engle,APAC,3/18/2015,ID-2014-53266,High,OFF-AR-10001134,"Boston Pens, Easy-Erase",Oceania,27012,Consumer,3/20/2015,First Class,Queensland,Art,2015,0.1,1,-0.027,3,39.123,6.4
Office Supplies,Geelong,Australia,SC-202301,Scot Coram,APAC,3/19/2015,ID-2014-37187,Medium,OFF-ST-10004608,"Smead Shelving, Industrial",Oceania,29388,Corporate,3/23/2015,Standard Class,Victoria,Storage,2015,0.1,1,-0.063,3,133.407,4.69
Technology,Geelong,Australia,SC-202301,Scot Coram,APAC,3/19/2015,ID-2014-37187,Medium,TEC-PH-10002154,"Cisco Headset, Full Size",Oceania,29389,Corporate,3/23/2015,Standard Class,Victoria,Phones,2015,0.1,1,62.685,5,403.785,14.55
Office Supplies,Brisbane,Australia,BT-114851,Brad Thomas,APAC,3/20/2015,IN-2014-73972,Low,OFF-ST-10003953,"Smead File Cart, Industrial",Oceania,26243,Home Office,3/27/2015,Standard Class,Queensland,Storage,2015,0.1,1,69.3,3,346.68,41.81
Office Supplies,Ballarat,Australia,CC-126101,Corey Catlett,APAC,3/20/2015,ID-2014-45811,Medium,OFF-LA-10002674,"Harbour Creations Color Coded Labels, 5000 Label Set",Oceania,23469,Corporate,3/25/2015,Standard Class,Victoria,Labels,2015,0.1,1,-2.196,4,47.844,2.2
Furniture,Melbourne,Australia,BN-114701,Brad Norvell,APAC,3/20/2015,IN-2014-74532,High,FUR-FU-10002699,"Eldon Photo Frame, Ergonomic",Oceania,27187,Corporate,3/22/2015,Second Class,Victoria,Furnishings,2015,0.1,1,16.974,2,102.114,12.97
Office Supplies,Melbourne,Australia,MR-175451,Mathew Reese,APAC,3/20/2015,IN-2014-78158,High,OFF-SU-10000707,"Stiletto Shears, Serrated",Oceania,28266,Home Office,3/22/2015,Second Class,Victoria,Supplies,2015,0.1,1,29.502,2,80.622,9.46
Furniture,Perth,Australia,MH-181151,Mick Hernandez,APAC,3/21/2015,ID-2014-38027,High,FUR-CH-10004576,"Hon Bag Chairs, Adjustable",Oceania,26040,Home Office,3/24/2015,First Class,Western Australia,Chairs,2015,0.1,1,46.662,7,300.132,6.71
Office Supplies,Perth,Australia,MH-181151,Mick Hernandez,APAC,3/21/2015,ID-2014-38027,High,OFF-SU-10002543,"Stiletto Scissors, Easy Grip",Oceania,26039,Home Office,3/24/2015,First Class,Western Australia,Supplies,2015,0.1,1,-2.046,2,45.414,4.31
Office Supplies,Canberra,Australia,JE-156101,Jim Epp,APAC,3/24/2015,ID-2014-67560,Medium,OFF-AR-10004749,"BIC Canvas, Blue",Oceania,29180,Corporate,3/28/2015,Standard Class,Australian Capital Territory,Art,2015,0.4,1,-245.16,12,386.64,19.83
Furniture,Brisbane,Australia,PF-191651,Philip Fox,APAC,3/24/2015,IN-2014-58306,Medium,FUR-FU-10001452,"Rubbermaid Door Stop, Black",Oceania,24522,Consumer,3/29/2015,Standard Class,Queensland,Furnishings,2015,0.1,1,28.71,11,433.62,48.85
Office Supplies,Melbourne,Australia,BS-117551,Bruce Stewart,APAC,3/24/2015,IN-2014-27800,Critical,OFF-EN-10001627,"Cameo Interoffice Envelope, with clear poly window",Oceania,27036,Consumer,3/24/2015,Same Day,Victoria,Envelopes,2015,0.1,1,1.986,2,91.746,29.46
Office Supplies,Melbourne,Australia,BS-117551,Bruce Stewart,APAC,3/24/2015,IN-2014-27800,Critical,OFF-PA-10003418,"Enermax Memo Slips, Multicolor",Oceania,27037,Consumer,3/24/2015,Same Day,Victoria,Paper,2015,0.1,1,4.083,1,15.363,2.69
Furniture,Cairns,Australia,AB-102551,Alejandro Ballentine,APAC,3/25/2015,ID-2014-84164,Medium,FUR-FU-10000507,"Tenex Photo Frame, Duo Pack",Oceania,30742,Home Office,4/1/2015,Standard Class,Queensland,Furnishings,2015,0.4,1,-2.1,1,31.14,1.76
Office Supplies,Cairns,Australia,AB-102551,Alejandro Ballentine,APAC,3/25/2015,ID-2014-84164,Medium,OFF-EN-10000128,"GlobeWeis Interoffice Envelope, Set of 50",Oceania,30741,Home Office,4/1/2015,Standard Class,Queensland,Envelopes,2015,0.4,1,-71.748,6,172.152,17.72
Furniture,Canberra,Australia,RP-193901,Resi Pölking,APAC,3/28/2015,IN-2014-83233,Medium,FUR-BO-10003713,"Sauder Corner Shelving, Mobile",Oceania,30472,Consumer,4/1/2015,Standard Class,Australian Capital Territory,Bookcases,2015,0,1,17.88,4,599.28,21.41
Office Supplies,Canberra,Australia,RP-193901,Resi Pölking,APAC,3/28/2015,IN-2014-83233,Medium,OFF-SU-10001066,"Kleencut Box Cutter, Easy Grip",Oceania,30471,Consumer,4/1/2015,Standard Class,Australian Capital Territory,Supplies,2015,0,1,7.92,2,72.54,6.42
Office Supplies,Gold Coast,Australia,HG-150251,Hunter Glantz,APAC,3/28/2015,IN-2014-36648,Medium,OFF-PA-10002479,"Enermax Cards & Envelopes, 8.5 x 11",Oceania,23678,Consumer,4/1/2015,Standard Class,Queensland,Paper,2015,0.1,1,58.338,3,138.348,12.1
Furniture,Tamworth,Australia,DA-134501,Dianna Arnett,APAC,3/31/2015,IN-2014-31475,Medium,FUR-FU-10002362,"Advantus Door Stop, Black",Oceania,29416,Home Office,4/4/2015,Second Class,New South Wales,Furnishings,2015,0.1,1,13.947,1,40.527,6.22
Office Supplies,Tamworth,Australia,DA-134501,Dianna Arnett,APAC,3/31/2015,IN-2014-31475,Medium,OFF-LA-10001830,"Hon Round Labels, Laser Printer Compatible",Oceania,29415,Home Office,4/4/2015,Second Class,New South Wales,Labels,2015,0.1,1,4.536,9,53.946,3.91
Technology,Tamworth,Australia,DA-134501,Dianna Arnett,APAC,3/31/2015,IN-2014-31475,Medium,TEC-AC-10004652,"Belkin Mouse, Ergonomic",Oceania,29414,Home Office,4/4/2015,Second Class,New South Wales,Accessories,2015,0.1,1,13.824,3,104.004,11.93
Furniture,Mackay,Australia,RD-199001,Ruben Dartt,APAC,4/1/2015,IN-2014-25952,High,FUR-CH-10001895,"Hon Chairmat, Adjustable",Oceania,24086,Consumer,4/4/2015,First Class,Queensland,Chairs,2015,0.1,1,46.416,2,104.436,21.74
Office Supplies,Mackay,Australia,RD-199001,Ruben Dartt,APAC,4/1/2015,IN-2014-25952,High,OFF-SU-10004401,"Acme Shears, High Speed",Oceania,24087,Consumer,4/4/2015,First Class,Queensland,Supplies,2015,0.1,1,87.276,7,314.496,38.55
Office Supplies,Adelaide,Australia,EM-138101,Eleni McCrary,APAC,4/3/2015,ID-2014-42577,Medium,OFF-FA-10003716,"OIC Rubber Bands, Metal",Oceania,24384,Corporate,4/7/2015,Standard Class,South Australia,Fasteners,2015,0.1,1,-6.276,4,61.884,2.51
Technology,Adelaide,Australia,EM-138101,Eleni McCrary,APAC,4/3/2015,ID-2014-42577,Medium,TEC-CO-10002316,"Brother Personal Copier, Laser",Oceania,24385,Corporate,4/7/2015,Standard Class,South Australia,Copiers,2015,0.1,1,235.521,11,1414.611,131.37
Office Supplies,Wagga Wagga,Australia,HP-148151,Harold Pawlan,APAC,4/4/2015,IN-2014-86558,High,OFF-AR-10004918,"Binney & Smith Pens, Fluorescent",Oceania,31213,Home Office,4/7/2015,Second Class,New South Wales,Art,2015,0,1,4.44,2,26.4,3.04
Office Supplies,Wagga Wagga,Australia,HP-148151,Harold Pawlan,APAC,4/4/2015,IN-2014-86558,High,OFF-BI-10002281,"Ibico Binder Covers, Clear",Oceania,31212,Home Office,4/7/2015,Second Class,New South Wales,Binders,2015,0,1,5.22,2,26.22,2.31
Furniture,Adelaide,Australia,SD-204851,Shirley Daniels,APAC,4/4/2015,IN-2014-49395,Medium,FUR-BO-10001147,"Bush Floating Shelf Set, Metal",Oceania,21100,Home Office,4/9/2015,Standard Class,South Australia,Bookcases,2015,0.1,1,27.297,1,153.657,6.4
Office Supplies,Adelaide,Australia,SD-204851,Shirley Daniels,APAC,4/4/2015,IN-2014-49395,Medium,OFF-LA-10003971,"Novimex Color Coded Labels, Laser Printer Compatible",Oceania,21098,Home Office,4/9/2015,Standard Class,South Australia,Labels,2015,0.1,1,12.096,7,78.246,5.02
Technology,Adelaide,Australia,SD-204851,Shirley Daniels,APAC,4/4/2015,IN-2014-49395,Medium,TEC-AC-10002335,"Belkin Memory Card, USB",Oceania,21099,Home Office,4/9/2015,Standard Class,South Australia,Accessories,2015,0.1,1,-32.208,4,414.072,29.97
Office Supplies,Adelaide,Australia,BD-116051,Brian Dahlen,APAC,4/7/2015,IN-2014-48086,Medium,OFF-ST-10000007,"Fellowes File Cart, Single Width",Oceania,21720,Consumer,4/9/2015,First Class,South Australia,Storage,2015,0.1,1,109.872,2,247.212,18.73
Office Supplies,Albury,Australia,VG-217901,Vivek Gonzalez,APAC,4/8/2015,ID-2014-46168,High,OFF-AP-10002938,"KitchenAid Toaster, Black",Oceania,30008,Consumer,4/10/2015,Second Class,New South Wales,Appliances,2015,0.1,1,-1.71,2,152.55,35.67
Office Supplies,Albury,Australia,VG-217901,Vivek Gonzalez,APAC,4/8/2015,ID-2014-46168,High,OFF-FA-10002481,"OIC Rubber Bands, 12 Pack",Oceania,30007,Consumer,4/10/2015,Second Class,New South Wales,Fasteners,2015,0.1,1,-2.34,2,29.7,2.44
Furniture,Newcastle,Australia,BD-116051,Brian Dahlen,APAC,4/9/2015,ID-2014-29641,High,FUR-CH-10000602,"Novimex Executive Leather Armchair, Red",Oceania,30148,Consumer,4/13/2015,Standard Class,New South Wales,Chairs,2015,0.1,1,-110.52,4,1656.72,215.54
Furniture,Newcastle,Australia,BD-116051,Brian Dahlen,APAC,4/9/2015,ID-2014-29641,High,FUR-FU-10002069,"Advantus Door Stop, Durable",Oceania,30149,Consumer,4/13/2015,Standard Class,New South Wales,Furnishings,2015,0.1,1,23.508,2,75.708,10.2
Furniture,Newcastle,Australia,BD-116051,Brian Dahlen,APAC,4/9/2015,ID-2014-29641,High,FUR-FU-10001410,"Tenex Clock, Durable",Oceania,30150,Consumer,4/13/2015,Standard Class,New South Wales,Furnishings,2015,0.1,1,60.408,4,170.208,15.02
Technology,Newcastle,Australia,BD-116051,Brian Dahlen,APAC,4/9/2015,ID-2014-29641,High,TEC-AC-10002649,"Belkin Keyboard, Programmable",Oceania,30151,Consumer,4/13/2015,Standard Class,New South Wales,Accessories,2015,0.1,1,66.546,3,230.526,19.67
Office Supplies,Sydney,Australia,JE-157451,Joel Eaton,APAC,4/9/2015,IN-2014-19876,Medium,OFF-AR-10004424,"Boston Markers, Blue",Oceania,25519,Consumer,4/11/2015,First Class,New South Wales,Art,2015,0.1,1,-2.694,2,47.466,6.85
Office Supplies,Sydney,Australia,JE-157451,Joel Eaton,APAC,4/9/2015,IN-2014-19876,Medium,OFF-SU-10000970,"Elite Box Cutter, Easy Grip",Oceania,25518,Consumer,4/11/2015,First Class,New South Wales,Supplies,2015,0.1,1,8.712,8,262.872,18.65
Technology,Sydney,Australia,JE-157451,Joel Eaton,APAC,4/9/2015,IN-2014-19876,Medium,TEC-PH-10003481,"Apple Office Telephone, Full Size",Oceania,25517,Consumer,4/11/2015,First Class,New South Wales,Phones,2015,0.1,1,3.993,1,59.913,7.13
